jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,sigma_ra_arcsec,sigma_dec_arcsec,source,designation
2461000.716343,188.376125,-2.3273611111111108,12.2,j,R92,0.5,0.5,mpc_real_http,0003I
2461000.725728,188.36933333333337,-2.3248333333333333,10.4,G,Z92,0.5,0.5,mpc_real_http,0003I
2461000.730832,188.36545833333332,-2.323694444444444,10.7,G,Z92,0.5,0.5,mpc_real_http,0003I
2461000.736999,188.36091666666667,-2.3220555555555555,10.1,G,Z92,0.5,0.5,mpc_real_http,0003I
2461000.743709,188.356,-2.320305555555555,10.7,G,Z92,0.5,0.5,mpc_real_http,0003I
2461000.750735,188.35079166666668,-2.3185,10.8,G,Z92,0.5,0.5,mpc_real_http,0003I
2461000.9319661846,203.08948012560919,-4.200659910892928,17.598727808948027,r,T08,0.35,0.35,extended_ATLAS_Chile,
2461001.318912,187.92904166666668,-2.172083333333333,13.3,V,Q14,0.5,0.5,mpc_real_http,0003I
2461001.332917,187.91870833333337,-2.168527777777778,13.3,V,Q14,0.5,0.5,mpc_real_http,0003I
2461001.3539,187.903125,-2.1630277777777778,10.0,V,P87,0.5,0.5,mpc_real_http,0003I
2461001.36,187.8985416666667,-2.1614722222222222,,,P87,0.5,0.5,mpc_real_http,0003I
2461001.36512,187.89470833333337,-2.1601388888888886,,,P87,0.5,0.5,mpc_real_http,0003I
2461001.39772,187.870875,-2.151111111111111,12.4,G,O51,0.5,0.5,mpc_real_http,0003I
2461001.417627,187.85541666666663,-2.1460555555555554,12.5,G,O51,0.5,0.5,mpc_real_http,0003I
2461001.437627,187.840375,-2.140833333333333,12.5,G,O51,0.5,0.5,mpc_real_http,0003I
2461001.59133,187.72575,-2.100111111111111,13.7,G,194,0.5,0.5,mpc_real_http,0003I
2461001.6022,187.71766666666664,-2.097305555555556,13.2,G,194,0.5,0.5,mpc_real_http,0003I
2461001.6082,187.71291666666664,-2.0958055555555557,13.3,G,194,0.5,0.5,mpc_real_http,0003I
2461001.67362,187.6635,-2.080138888888889,,,K85,0.5,0.5,mpc_real_http,0003I
2461001.675671,187.66220833333333,-2.0794722222222224,11.3,G,R51,0.5,0.5,mpc_real_http,0003I
2461001.678368,187.65995833333332,-2.0789444444444447,12.6,c,C23,0.5,0.5,mpc_real_http,0003I
2461001.682604,187.65679166666663,-2.0778333333333334,12.5,c,C23,0.5,0.5,mpc_real_http,0003I
2461001.6853,187.65466666666663,-2.0771388888888893,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.68613,187.65408333333332,-2.07675,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.68699,187.65333333333336,-2.0767222222222226,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.687303,187.6532083333333,-2.0765833333333337,12.5,c,C23,0.5,0.5,mpc_real_http,0003I
2461001.68784,187.65279166666664,-2.076305555555556,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.68868,187.65216666666663,-2.0761111111111115,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.689172,187.65179166666667,-2.0760555555555555,12.7,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.68953,187.65145833333335,-2.0760555555555555,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.69038,187.65070833333337,-2.0758333333333336,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.69123,187.65008333333333,-2.075555555555556,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.691975,187.64970833333336,-2.075388888888889,12.7,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.69208,187.64958333333337,-2.075361111111111,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.69293,187.64883333333333,-2.0750833333333336,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.69425,187.64795833333332,-2.074805555555556,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.694777,187.64758333333333,-2.0746111111111114,12.7,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.695764,187.64683333333332,-2.0743333333333336,12.5,c,C23,0.5,0.5,mpc_real_http,0003I
2461001.69579,187.64670833333335,-2.074222222222222,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.69731,187.64554166666665,-2.0738333333333334,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.697579,187.6455,-2.073916666666667,12.6,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.69885,187.644375,-2.0734444444444446,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.70038,187.64325,-2.0731388888888893,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.700382,187.64333333333337,-2.073166666666667,12.7,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.701118,187.64304166666665,-2.0728333333333335,11.9,G,R59,0.5,0.5,mpc_real_http,0003I
2461001.70192,187.64204166666667,-2.0727222222222226,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.703185,187.6412083333333,-2.0724444444444448,12.6,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.70345,187.641,-2.0723888888888893,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.70499,187.63975,-2.0718333333333336,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.705988,187.639125,-2.0716944444444447,12.6,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.706119,187.63929166666665,-2.0715000000000003,11.9,G,R59,0.5,0.5,mpc_real_http,0003I
2461001.70652,187.63870833333337,-2.0714722222222224,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.70806,187.63754166666664,-2.071111111111111,12.8,G,134,0.5,0.5,mpc_real_http,0003I
2461001.708391,187.6375,-2.0709166666666667,11.1,G,R51,0.5,0.5,mpc_real_http,0003I
2461001.708791,187.637,-2.070972222222222,12.7,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.709931,187.636125,-2.070694444444445,12.0,V,R92,0.5,0.5,mpc_real_http,0003I
2461001.710935,187.635625,-2.070222222222222,11.9,G,R59,0.5,0.5,mpc_real_http,0003I
2461001.711243,187.635125,-2.0703611111111115,12.6,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.713346,187.63354166666664,-2.069777777777778,12.6,j,K74,0.5,0.5,mpc_real_http,0003I
2461001.71411,187.633125,-2.0696111111111115,12.6,r,C10,0.5,0.5,mpc_real_http,0003I
2461001.71925,187.62925,-2.0682500000000004,12.4,r,C10,0.5,0.5,mpc_real_http,0003I
2461001.719838,187.62916666666663,-2.0679444444444446,12.2,G,Z10,0.5,0.5,mpc_real_http,0003I
2461001.720451,187.62833333333333,-2.0678333333333336,13.4,G,J01,0.5,0.5,mpc_real_http,0003I
2461001.723623,187.62579166666663,-2.067111111111111,11.9,V,R92,0.5,0.5,mpc_real_http,0003I
2461001.7244,187.62533333333332,-2.066888888888889,12.2,r,C10,0.5,0.5,mpc_real_http,0003I
2461001.727569,187.62325,-2.066,12.3,G,Z10,0.5,0.5,mpc_real_http,0003I
2461001.72954,187.62145833333332,-2.0655555555555556,12.5,r,C10,0.5,0.5,mpc_real_http,0003I
2461001.733137,187.618625,-2.0644444444444443,13.5,G,J01,0.5,0.5,mpc_real_http,0003I
2461001.73469,187.61754166666665,-2.06425,12.9,r,C10,0.5,0.5,mpc_real_http,0003I
2461001.73559,187.61720833333337,-2.0638888888888887,12.3,G,Z10,0.5,0.5,mpc_real_http,0003I
2461001.736007,187.61658333333332,-2.0636944444444443,11.0,G,R51,0.5,0.5,mpc_real_http,0003I
2461001.73691,187.61575,-2.063638888888889,,,K85,0.5,0.5,mpc_real_http,0003I
2461001.737292,187.61533333333335,-2.0635277777777774,11.9,V,R92,0.5,0.5,mpc_real_http,0003I
2461001.745856,187.60933333333332,-2.0611666666666664,13.5,G,J01,0.5,0.5,mpc_real_http,0003I
2461002.008669,187.41120833333332,-1.9920833333333337,13.2,r,V38,0.5,0.5,mpc_real_http,0003I
2461002.01044,187.40995833333332,-1.9916666666666667,13.2,r,V38,0.5,0.5,mpc_real_http,0003I
2461002.012199,187.40854166666665,-1.991138888888889,13.3,r,V38,0.5,0.5,mpc_real_http,0003I
2461002.016852,187.405125,-1.989861111111111,11.4,G,V16,0.5,0.5,mpc_real_http,0003I
2461002.020891,187.40208333333337,-1.9887777777777775,11.4,G,V16,0.5,0.5,mpc_real_http,0003I
2461002.025289,187.39866666666663,-1.9875833333333337,11.4,G,V16,0.5,0.5,mpc_real_http,0003I
2461002.029687,187.39533333333333,-1.986388888888889,11.4,G,V16,0.5,0.5,mpc_real_http,0003I
2461002.03995,187.3874583333333,-1.9839444444444445,12.6,G,U94,0.5,0.5,mpc_real_http,0003I
2461002.0448,187.38370833333332,-1.9826666666666668,12.8,G,U94,0.5,0.5,mpc_real_http,0003I
2461002.04966,187.38004166666667,-1.981388888888889,13.0,G,U94,0.5,0.5,mpc_real_http,0003I
2461002.05371,187.377,-1.9802777777777776,,,U94,0.5,0.5,mpc_real_http,0003I
2461002.311852,187.18129166666668,-1.912111111111111,13.4,V,Q14,0.5,0.5,mpc_real_http,0003I
2461002.325417,187.17095833333332,-1.9086388888888888,13.4,V,Q14,0.5,0.5,mpc_real_http,0003I
2461002.34702,187.154625,-1.9028611111111111,,,367,0.5,0.5,mpc_real_http,0003I
2461002.34965,187.152625,-1.9021666666666663,,,367,0.5,0.5,mpc_real_http,0003I
2461002.35127,187.151375,-1.901722222222222,10.0,T,367,0.5,0.5,mpc_real_http,0003I
2461002.62562,186.94204166666665,-1.8291944444444443,11.6,N,152,0.5,0.5,mpc_real_http,0003I
2461002.63208,186.93720833333333,-1.8275,11.6,N,152,0.5,0.5,mpc_real_http,0003I
2461002.63814,186.9325,-1.8259444444444444,11.6,N,152,0.5,0.5,mpc_real_http,0003I
2461002.673785,186.905,-1.816361111111111,18.5,G,D47,0.5,0.5,mpc_real_http,0003I
2461002.679086,186.90137499999997,-1.81475,19.0,G,D47,0.5,0.5,mpc_real_http,0003I
2461002.684375,186.89670833333332,-1.8134722222222224,18.6,G,D47,0.5,0.5,mpc_real_http,0003I
2461002.690579,186.89266666666663,-1.811638888888889,20.4,G,D47,0.5,0.5,mpc_real_http,0003I
2461002.702826,186.8829583333333,-1.8083055555555556,11.9,G,R59,0.5,0.5,mpc_real_http,0003I
2461002.707833,186.879125,-1.8069722222222224,11.8,G,R59,0.5,0.5,mpc_real_http,0003I
2461002.712657,186.875375,-1.8056666666666668,11.8,G,R59,0.5,0.5,mpc_real_http,0003I
2461002.71879,186.87058333333331,-1.804138888888889,12.6,r,L27,0.5,0.5,mpc_real_http,0003I
2461002.72155,186.86845833333336,-1.803416666666667,12.6,r,L27,0.5,0.5,mpc_real_http,0003I
2461002.7243,186.8663333333333,-1.8026666666666664,12.6,r,L27,0.5,0.5,mpc_real_http,0003I
2461002.72706,186.86420833333332,-1.8019444444444448,12.6,r,L27,0.5,0.5,mpc_real_http,0003I
2461002.72961,186.86225,-1.80125,12.6,r,L27,0.5,0.5,mpc_real_http,0003I
2461002.73198,186.86041666666665,-1.8006111111111112,12.6,r,L27,0.5,0.5,mpc_real_http,0003I
2461003.289988,186.431,-1.6505277777777776,11.4,G,Q21,0.5,0.5,mpc_real_http,0003I
2461003.295231,186.426875,-1.6490555555555555,13.0,G,Q21,0.5,0.5,mpc_real_http,0003I
2461003.299722,186.42333333333332,-1.647888888888889,12.9,G,Q21,0.5,0.5,mpc_real_http,0003I
2461003.57998,186.2055,-1.5717222222222222,11.0,G,D04,0.5,0.5,mpc_real_http,0003I
2461003.5874,186.200125,-1.5685277777777775,13.7,G,194,0.5,0.5,mpc_real_http,0003I
2461003.59263,186.19520833333337,-1.5683888888888888,11.0,G,D04,0.5,0.5,mpc_real_http,0003I
2461003.59567,186.19320833333336,-1.56775,12.9,G,C40,0.5,0.5,mpc_real_http,0003I
2461003.59826,186.19183333333336,-1.565611111111111,13.3,G,194,0.5,0.5,mpc_real_http,0003I
2461003.60017,186.18979166666668,-1.566638888888889,12.9,G,C40,0.5,0.5,mpc_real_http,0003I
2461003.60426,186.1869166666667,-1.5639444444444446,13.4,G,194,0.5,0.5,mpc_real_http,0003I
2461003.60466,186.18616666666668,-1.5654444444444444,12.8,G,C40,0.5,0.5,mpc_real_http,0003I
2461003.60493,186.18533333333332,-1.566,11.0,G,D04,0.5,0.5,mpc_real_http,0003I
2461003.664965,186.13929166666668,-1.5487777777777776,12.6,R,C23,0.5,0.5,mpc_real_http,0003I
2461003.669861,186.13545833333336,-1.5475833333333333,12.6,R,C23,0.5,0.5,mpc_real_http,0003I
2461003.674769,186.13158333333337,-1.5461944444444444,12.6,R,C23,0.5,0.5,mpc_real_http,0003I
2461003.8349991683,204.4273712545337,-4.061916814527807,17.423462688883866,r,T08,0.35,0.35,extended_ATLAS_Chile,
2461003.931123,185.931125,-1.475888888888889,12.9,G,W62,0.5,0.5,mpc_real_http,0003I
2461003.938137,185.92558333333335,-1.4740000000000002,12.9,G,W62,0.5,0.5,mpc_real_http,0003I
2461003.945139,185.92004166666663,-1.4720555555555557,13.0,G,W62,0.5,0.5,mpc_real_http,0003I
2461004.013597,185.86654166666665,-1.4532222222222222,14.16,G,V39,0.5,0.5,mpc_real_http,0003I
2461004.015348,185.86516666666665,-1.4526944444444445,14.11,G,V39,0.5,0.5,mpc_real_http,0003I
2461004.017097,185.86379166666663,-1.452222222222222,14.17,G,V39,0.5,0.5,mpc_real_http,0003I
2461004.020588,185.8610416666667,-1.4512777777777777,14.12,G,V39,0.5,0.5,mpc_real_http,0003I
2461004.049233,185.83870833333333,-1.4436111111111112,11.8,R,U94,0.5,0.5,mpc_real_http,0003I
2461004.05137,185.83679166666667,-1.4430555555555555,,,U94,0.5,0.5,mpc_real_http,0003I
2461004.052235,185.83620833333333,-1.4426666666666668,,,U94,0.5,0.5,mpc_real_http,0003I
2461004.691667,185.33054166666665,-1.2658055555555556,13.3,G,I81,0.5,0.5,mpc_real_http,0003I
2461004.694491,185.32825,-1.2649444444444444,13.3,G,I81,0.5,0.5,mpc_real_http,0003I
2461004.697326,185.32608333333337,-1.26425,13.4,G,I81,0.5,0.5,mpc_real_http,0003I
2461004.71239,185.314125,-1.2599722222222225,12.1,R,A77,0.5,0.5,mpc_real_http,0003I
2461004.71859,185.30916666666667,-1.2581111111111112,12.1,R,A77,0.5,0.5,mpc_real_http,0003I
2461004.72464,185.30425,-1.2563055555555556,12.1,R,A77,0.5,0.5,mpc_real_http,0003I
2461004.997112,185.08716666666663,-1.179888888888889,14.22,G,V37,0.5,0.5,mpc_real_http,0003I
2461004.998856,185.085875,-1.1794444444444443,14.23,G,V37,0.5,0.5,mpc_real_http,0003I
2461005.000605,185.08441666666667,-1.1789722222222223,14.25,G,V37,0.5,0.5,mpc_real_http,0003I
2461005.002356,185.08300000000003,-1.178416666666667,14.3,G,V37,0.5,0.5,mpc_real_http,0003I
2461005.002674,185.083125,-1.178777777777778,10.84,G,703,0.25,0.25,mpc_real_http,0003I
2461005.004113,185.08158333333336,-1.1780000000000002,14.35,G,V37,0.5,0.5,mpc_real_http,0003I
2461005.004911,185.08125,-1.1780833333333334,11.08,G,703,0.25,0.25,mpc_real_http,0003I
2461005.00542,185.08050000000003,-1.1774444444444443,,,U94,0.5,0.5,mpc_real_http,0003I
2461005.00715,185.07945833333332,-1.1774444444444443,10.9,G,703,0.25,0.25,mpc_real_http,0003I
2461005.009387,185.0776666666667,-1.1768333333333334,10.94,G,703,0.25,0.25,mpc_real_http,0003I
2461005.011412,185.076125,-1.17575,12.4,G,V16,0.5,0.5,mpc_real_http,0003I
2461005.01337,185.074125,-1.175361111111111,11.9,G,U94,0.5,0.5,mpc_real_http,0003I
2461005.014005,185.073625,-1.1750833333333337,12.3,G,V16,0.5,0.5,mpc_real_http,0003I
2461005.016979,185.07125,-1.1742222222222225,12.3,G,V16,0.5,0.5,mpc_real_http,0003I
2461005.019965,185.06883333333337,-1.173388888888889,12.3,G,V16,0.5,0.5,mpc_real_http,0003I
2461005.0213,185.06779166666664,-1.1731666666666667,12.5,G,U94,0.5,0.5,mpc_real_http,0003I
2461005.02925,185.06137500000003,-1.1709166666666668,,,U94,0.5,0.5,mpc_real_http,0003I
2461005.31843,184.829375,-1.0894166666666667,,,D88,0.5,0.5,mpc_real_http,0003I
2461005.32124,184.827125,-1.088722222222222,,,D88,0.5,0.5,mpc_real_http,0003I
2461005.32405,184.82475,-1.0877222222222225,10.1,T,D88,0.5,0.5,mpc_real_http,0003I
2461005.47049,184.70695833333332,-1.046388888888889,11.6,G,186,0.5,0.5,mpc_real_http,0003I
2461005.4712,184.70645833333333,-1.0461666666666667,11.6,G,186,0.5,0.5,mpc_real_http,0003I
2461005.47192,184.70579166666667,-1.0459444444444446,11.6,G,186,0.5,0.5,mpc_real_http,0003I
2461005.47264,184.70541666666668,-1.0458055555555557,11.6,G,186,0.5,0.5,mpc_real_http,0003I
2461005.47336,184.7046666666667,-1.0455555555555556,11.6,G,186,0.5,0.5,mpc_real_http,0003I
2461005.47407,184.70404166666663,-1.0453611111111112,11.6,G,186,0.5,0.5,mpc_real_http,0003I
2461005.47479,184.70345833333337,-1.045138888888889,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461005.47551,184.70295833333333,-1.0449166666666667,11.6,G,186,0.5,0.5,mpc_real_http,0003I
2461005.47623,184.7022916666667,-1.04475,11.6,G,186,0.5,0.5,mpc_real_http,0003I
2461005.47694,184.70175000000003,-1.0445555555555557,11.6,G,186,0.5,0.5,mpc_real_http,0003I
2461005.678831,184.538375,-0.9871944444444444,11.3,G,R51,0.5,0.5,mpc_real_http,0003I
2461005.683576,184.534625,-0.9856944444444444,12.7,r,213,0.5,0.5,mpc_real_http,0003I
2461005.68768,184.53108333333336,-0.9846666666666666,12.3,R,A77,0.5,0.5,mpc_real_http,0003I
2461005.69196,184.52762500000003,-0.9835,12.2,R,A77,0.5,0.5,mpc_real_http,0003I
2461005.69619,184.5241666666667,-0.9822777777777778,12.3,R,A77,0.5,0.5,mpc_real_http,0003I
2461005.701169,184.520125,-0.9807222222222224,12.1,G,R59,0.5,0.5,mpc_real_http,0003I
2461005.706162,184.5160416666667,-0.9792777777777778,12.1,G,R59,0.5,0.5,mpc_real_http,0003I
2461005.707847,184.51466666666667,-0.9788333333333332,11.2,G,R51,0.5,0.5,mpc_real_http,0003I
2461005.708125,184.5145,-0.9786944444444444,12.6,r,213,0.5,0.5,mpc_real_http,0003I
2461005.710969,184.51212500000003,-0.9779166666666668,12.1,G,R59,0.5,0.5,mpc_real_http,0003I
2461005.71829,184.50604166666668,-0.9758888888888888,12.8,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.72065,184.504125,-0.9752222222222222,12.9,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.721285,184.503875,-0.9749166666666668,13.9,G,Z10,0.5,0.5,mpc_real_http,0003I
2461005.72262,184.50250000000003,-0.9746388888888888,12.9,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.723314,184.50191666666663,-0.9746944444444444,11.6,G,Z92,0.5,0.5,mpc_real_http,0003I
2461005.72479,184.50070833333336,-0.9740277777777778,12.9,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.72636,184.49941666666663,-0.9735833333333334,12.9,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.72793,184.49816666666663,-0.9731111111111111,12.9,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.728322,184.4980416666667,-0.9731666666666666,13.9,G,Z10,0.5,0.5,mpc_real_http,0003I
2461005.72951,184.49683333333337,-0.9726944444444444,12.9,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.730264,184.49625,-0.9726944444444444,11.7,G,Z92,0.5,0.5,mpc_real_http,0003I
2461005.73108,184.495625,-0.97225,12.9,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.732211,184.49483333333333,-0.9718888888888888,12.6,r,213,0.5,0.5,mpc_real_http,0003I
2461005.73265,184.49433333333337,-0.9718055555555556,12.9,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.73443,184.492875,-0.9712777777777778,12.9,r,L27,0.5,0.5,mpc_real_http,0003I
2461005.735359,184.49225,-0.9710277777777778,13.9,G,Z10,0.5,0.5,mpc_real_http,0003I
2461005.736215,184.49154166666668,-0.9706944444444444,11.2,G,R51,0.5,0.5,mpc_real_http,0003I
2461005.739379,184.48883333333333,-0.9701388888888888,11.7,G,Z92,0.5,0.5,mpc_real_http,0003I
2461005.750219,184.47995833333337,-0.9670277777777778,11.3,G,Z92,0.5,0.5,mpc_real_http,0003I
2461005.98517,184.28945833333333,-0.8995277777777777,13.3,G,U94,0.5,0.5,mpc_real_http,0003I
2461005.99327,184.28270833333335,-0.8971666666666667,13.0,G,U94,0.5,0.5,mpc_real_http,0003I
2461006.00056,184.27675,-0.8951111111111111,13.0,G,U94,0.5,0.5,mpc_real_http,0003I
2461006.01672,184.26345833333335,-0.8904444444444444,10.0,T,U94,0.5,0.5,mpc_real_http,0003I
2461006.01823,184.26220833333332,-0.8900277777777778,12.6,N,U94,0.5,0.5,mpc_real_http,0003I
2461006.01972,184.261,-0.8895833333333333,,,U94,0.5,0.5,mpc_real_http,0003I
2461006.02049,184.260375,-0.889361111111111,,,U94,0.5,0.5,mpc_real_http,0003I
2461006.026806,184.25533333333337,-0.8875555555555555,16.94,G,G37,0.5,0.5,mpc_real_http,0003I
2461006.027106,184.25508333333337,-0.8874166666666666,17.1,G,G37,0.5,0.5,mpc_real_http,0003I
2461006.148926,184.1556666666667,-0.8522222222222222,16.5,r,T15,0.5,0.5,mpc_real_http,0003I
2461006.151436,184.15362500000003,-0.8514722222222222,15.9,r,T15,0.5,0.5,mpc_real_http,0003I
2461006.15379,184.1516666666667,-0.8508055555555555,16.0,r,T15,0.5,0.5,mpc_real_http,0003I
2461006.156159,184.14975,-0.850111111111111,16.5,r,T15,0.5,0.5,mpc_real_http,0003I
2461006.158854,184.1475,-0.8493333333333334,15.7,r,T15,0.5,0.5,mpc_real_http,0003I
2461006.161532,184.14529166666668,-0.8485555555555556,15.9,r,T15,0.5,0.5,mpc_real_http,0003I
2461006.52812,183.84354166666665,-0.7439166666666666,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.52884,183.84366666666668,-0.7425555555555555,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.52956,183.8417916666667,-0.7444999999999999,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53028,183.84104166666663,-0.7439166666666666,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.531,183.84145833333332,-0.74325,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53171,183.84129166666668,-0.7416666666666666,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53243,183.84070833333337,-0.7415555555555555,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53315,183.84029166666667,-0.743361111111111,11.8,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53387,183.83858333333333,-0.7424166666666666,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53458,183.83870833333333,-0.7425277777777777,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.5353,183.83745833333333,-0.7426944444444444,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53602,183.83666666666667,-0.7418888888888888,11.8,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53674,183.83816666666667,-0.7418888888888888,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53745,183.83679166666667,-0.7410277777777777,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53817,183.834875,-0.7418888888888888,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53889,183.83533333333332,-0.7396666666666666,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.53961,183.83404166666668,-0.7408611111111111,11.8,G,186,0.5,0.5,mpc_real_http,0003I
2461006.54032,183.83291666666665,-0.7409444444444444,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.54104,183.83325,-0.7404999999999999,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.54176,183.83225,-0.7405277777777777,11.7,G,186,0.5,0.5,mpc_real_http,0003I
2461006.65438,183.74033333333333,-0.7061944444444443,12.0,R,A77,0.5,0.5,mpc_real_http,0003I
2461006.65766,183.7375,-0.7051388888888889,11.9,R,A77,0.5,0.5,mpc_real_http,0003I
2461006.66098,183.73479166666664,-0.7042222222222222,12.0,R,A77,0.5,0.5,mpc_real_http,0003I
2461006.681456,183.71775,-0.6983055555555556,12.7,G,D43,0.5,0.5,mpc_real_http,0003I
2461006.683096,183.71658333333332,-0.69775,12.1,R,Y83,0.5,0.5,mpc_real_http,0003I
2461006.685412,183.71466666666663,-0.6970555555555555,12.2,R,Y83,0.5,0.5,mpc_real_http,0003I
2461006.687727,183.71275,-0.6963333333333334,12.1,R,Y83,0.5,0.5,mpc_real_http,0003I
2461006.688113,183.712375,-0.6961666666666667,12.7,r,213,0.5,0.5,mpc_real_http,0003I
